Code secteur;Libelle secteur;Code site;Libelle site;Code batiment;Libelle batiment;Lattitude/longitude;Adresse numero;Adresse rue;Adresse code postal;Adresse ville;Code salle;Libellé salle;Numero piece
16;PESSAC;20;MONTAIGNE-MONTESQUIEU;A1;Bâtiment A1;44.797665/-0.619361;;rue Léon Duguit;33608;PESSAC;4;Salle informatique;
5;BORDEAUX ;23;CARREIRE;200;Bâtiment AD;44.825218/-0.605136;146;Léo Saignat;33076;BORDEAUX;10;Salle Informatique;
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;-102;Salle de cours;-102
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;-103;Salle de cours;-103
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;-104;Salle de cours;-104
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;D101a;Salle d'équipe;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;D101b;Salle d'équipe;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;D101c;Salle d'équipe;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;D101d;Salle d'équipe;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;D101e;Salle d'équipe;
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;2;Salle informatique;2
5;BORDEAUX ;23;CARREIRE;202;BU Josy Reiffers;44.825766/-0.604804;146;Léo Saignat;33076;BORDEAUX;9;Salle informatique;
1;AGEN;11;CAMPUS MICHEL SERRES;K1;DUSA;44.185901/0.625623;1;campus Michel Serres;47000;AGEN;13;Salle d'équipe;
1;AGEN;11;CAMPUS MICHEL SERRES;K1;DUSA;44.185901/0.625623;1;campus Michel Serres;47000;AGEN;16;Salle d'équipe;
1;AGEN;11;CAMPUS MICHEL SERRES;K1;DUSA;44.185901/0.625623;1;campus Michel Serres;47000;AGEN;22;Salle d'équipe;
1;AGEN;11;CAMPUS MICHEL SERRES;K1;DUSA;44.185901/0.625623;1;campus Michel Serres;47000;AGEN;24;Salle d'équipe;
5;BORDEAUX ;23;CARREIRE;202;BU Josy Reiffers;44.825766/-0.604804;146;Léo Saignat;33076;BORDEAUX;103;Salle d'équipe;
5;BORDEAUX ;23;CARREIRE;202;BU Josy Reiffers;44.825766/-0.604804;146;Léo Saignat;33076;BORDEAUX;104;Salle d'équipe;
16;PESSAC;20;MONTAIGNE-MONTESQUIEU;F;Préfa SOLFAB;44.796939/-0.618413;;rue Léon Duguit;33608;PESSAC;A;Salle de cours;
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A -001;Salle de dégustation;0
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 101;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 102;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 103;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 104;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 105;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 107;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 109;Salle informatique;
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A 167;Salle de cours;1
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A 168;Salle informatique;0
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A 172;Salle de cours;2
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A 174;Salle de cours;7
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A 177;Salle de cours;3
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A 178;Salle de cours;6
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A 179;Salle de cours;4
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;A 182;Salle de cours;5
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 201;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 203;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 204;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 205;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 301;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 302;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 303;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 304;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 305;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 306;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 401;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 402;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;A 403;Salle de cours;
17;TALENCE;1;PEIXOTTO;A33;Bâtiment A33;44.809289/-0.593916;351;cours de la libération;33405;TALENCE;AMP A;Amphithéâtre;AMP A
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;AMP A;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;230;Odontologie;44.826240/-0.606162;146;Léo Saignat;33076;BORDEAUX;AMP A;Amphithéâtre;
17;TALENCE;1;PEIXOTTO;A29;Bâtiment A29;44.807789/-0.596761;351;cours de la libération;33405;TALENCE;AMP A;Amphithéâtre;ENTREE
1;AGEN;13;SITE DU PIN;2;Bâtiment 2;44.208386/0.624718;2;Quai de Dunkerque;47000;AGEN;AMP A;Amphithéâtre;
16;PESSAC;2;BORDES;B05;Bâtiment B05;44.802601/-0.608549;1;avenue des facultés;33067;PESSAC;AMP A;Amphithéâtre;
1;AGEN;11;CAMPUS MICHEL SERRES;K4;IUT - Géode;44.185936/0.624452;1;campus Michel Serres;47000;AGEN;AMP A;Amphithéâtre;
16;PESSAC;2;BORDES;B06;Bâtiment B06;44.803135/-0.608129;1;avenue des facultés;33067;PESSAC;AMP A;Amphithéâtre;
17;TALENCE;1;PEIXOTTO;A29;Bâtiment A29;44.807789/-0.596761;351;cours de la libération;33405;TALENCE;AMP B;Amphithéâtre;ENTREE
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;AMP B;Amphithéâtre;AMP B
16;PESSAC;2;BORDES;B05;Bâtiment B05;44.802601/-0.608549;1;avenue des facultés;33067;PESSAC;AMP B;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;230;Odontologie;44.826240/-0.606162;146;Léo Saignat;33076;BORDEAUX;AMP B;Amphithéâtre;
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;AMP C;Amphithéâtre;AMP C
17;TALENCE;1;PEIXOTTO;A29;Bâtiment A29;44.807789/-0.596761;351;cours de la libération;33405;TALENCE;AMP C;Amphithéâtre;ENTREE
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;AMP D;Amphithéâtre;AMP D
17;TALENCE;1;PEIXOTTO;A29;Bâtiment A29;44.807789/-0.596761;351;cours de la libération;33405;TALENCE;AMP D;Amphithéâtre;ENTREE
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;AMP E;Amphithéâtre;AMP E
17;TALENCE;1;PEIXOTTO;A29;Bâtiment A29;44.807789/-0.596761;351;cours de la libération;33405;TALENCE;AMP E;Amphithéâtre;ENTREE
17;TALENCE;1;PEIXOTTO;A29;Bâtiment A29;44.807789/-0.596761;351;cours de la libération;33405;TALENCE;AMP F;Amphithéâtre;ENTREE
17;TALENCE;1;PEIXOTTO;A29;Bâtiment A29;44.807789/-0.596761;351;cours de la libération;33405;TALENCE;AMP G;Amphithéâtre;ENTREE
17;TALENCE;1;PEIXOTTO;A09a;Bâtiment A09a;44.807808/-0.594248;351;cours de la libération;33405;TALENCE;AMP 001;Amphithéâtre;AMP 001
17;TALENCE;1;PEIXOTTO;A09a;Bâtiment A09a;44.807808/-0.594248;351;cours de la libération;33405;TALENCE;AMP 002;Amphithéâtre;AMP 002
17;TALENCE;1;PEIXOTTO;A09a;Bâtiment A09a;44.807808/-0.594248;351;cours de la libération;33405;TALENCE;AMP 003;Amphithéâtre;AMP 003
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;AMP 1;Amphithéâtre;;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;AMP 2;Amphithéâtre;;;;;;;
16;PESSAC;2;BORDES;B18n;Bâtiment B18n;44.805138/-0.606991;1;avenue des facultés;33067;PESSAC;AMP001;Amphithéâtre;
5;BORDEAUX ;17;PEY-BERLAND;B1;Bâtiment Pey Berland;44.837137/-0.578111;35;place Pey Berland;33076;BORDEAUX;AMP001;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;217;ISPED;44.825849/-0.605971;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;211;Amphi1;44.822247/-0.606602;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;210;Amphi 9;44.824476/-0.606094;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;209;Amphis 10-11-12;44.824673/-0.606255;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;208;Amphi 5;44.824921/-0.606144;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;207;Amphi 4;44.824951/-0.605818;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;206;Amphis 6-7-8;44.824713/-0.605866;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;AM001
5;BORDEAUX ;23;CARREIRE;205;Amphi 3;44.824583/-0.605426;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;
5;BORDEAUX ;24;LA VICTOIRE;B2;Bâtiment Broca 2;44.831614/-0.571491;18  34;Paul Broca;33076;BORDEAUX;AMP001;Amphithéâtre;0
1;AGEN;11;CAMPUS MICHEL SERRES;K1;DUSA;44.185901/0.625623;1;campus Michel Serres;47000;AGEN;AMP001;Amphithéâtre;
16;PESSAC;20;MONTAIGNE-MONTESQUIEU;E;Amphi Aula Magna;44.797412/-0.618156;;rue Léon Duguit;33608;PESSAC;AMP001;Amphithéâtre;
14;PAU;21;INSPE PAU;A2;Bâtiment A2;43.310093/-0.372113;44;Bd du recteur Jean Sarrailh BP 7517;64075;PAU;AMP001;Amphithéâtre;
8;GRADIGNAN;5;ROCQUENCOURT;E09B;Bâtiment 9B HSE;44.791216/-0.608531;15;rue Naudet;33175;GRADIGNAN;AMP001;Amphithéâtre;
15;PERIGUEUX;22;CAMPUS PERIGORD;C;Bâtiment C;45.196504/0.717808;39;rue Paul Mazy;24019;PERIGUEUX;AMP001;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;206;Amphis 6-7-8;44.824713/-0.605866;146;Léo Saignat;33076;BORDEAUX;AMP002;Amphithéâtre;AM002
5;BORDEAUX ;23;CARREIRE;209;Amphis 10-11-12;44.824673/-0.606255;146;Léo Saignat;33076;BORDEAUX;AMP002;Amphithéâtre;
5;BORDEAUX ;23;CARREIRE;206;Amphis 6-7-8;44.824713/-0.605866;146;Léo Saignat;33076;BORDEAUX;AMP003;Amphithéâtre;AM003
5;BORDEAUX ;23;CARREIRE;209;Amphis 10-11-12;44.824673/-0.606255;146;Léo Saignat;33076;BORDEAUX;AMP003;Amphithéâtre;
19;VILLENAVE D'ORNON;27;ISVV;252;ISVV;44.791861/-0.581177;210;chemin de Leysotte;33882;VILLENAVE D'ORNON;AMP1;Amphithéâtre;0
6;DAX;29;INSTITUT DE THERMALISME;ABC;Bâtiment ABC;43.711088/-1.051881;8;rue Sainte Ursule;40100;DAX;AMP101;Amphithéâtre;
5;BORDEAUX ;17;PEY-BERLAND;B1;Bâtiment Pey Berland;44.837137/-0.578111;35;place Pey Berland;33076;BORDEAUX;AMP201;Amphithéâtre;
8;GRADIGNAN;5;ROCQUENCOURT;E03;Bâtiment 3B SGM;44.791344/-0.610872;15;rue Naudet;33175;GRADIGNAN;AMP201;Amphithéâtre;
5;BORDEAUX ;24;LA VICTOIRE;B1;Bâtiment Broca 1;44.831614/-0.571491;18  34;Paul Broca;33076;BORDEAUX;AMP401;Amphithéâtre;0
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-001;Amphithéâtre;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-002;Salle de cours;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-004;Salle de cours;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A004;Salle TP;34;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A005;Salle TD;8;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A007;Salle TP;33;;;;;;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-008;Salle TD;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A009;Salle TD;7;;;;;;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-010;Salle TP;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-014;Salle de cours;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A016;Salle TP;56;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A021;Salle de cours;10;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A022;Salle TP;32;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A030;Salle de cours;6;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A034;Salle Informatique;5;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;A036;Salle TD;4;;;;;;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-101;Salle TP;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A101;Salle TP;
12;MERIGNAC;7;EVERING;G1;EVERING;44.838844/-0.718221;1;rue Marcel Issartier;33700;MERIGNAC;A101;Salle de cours;101
12;MERIGNAC;7;EVERING;G1;EVERING;44.838844/-0.718221;1;rue Marcel Issartier;33700;MERIGNAC;A102;Salle de cours;102
12;MERIGNAC;7;EVERING;G1;EVERING;44.838844/-0.718221;1;rue Marcel Issartier;33700;MERIGNAC;A103;Salle de cours;103
12;MERIGNAC;7;EVERING;G1;EVERING;44.838844/-0.718221;1;rue Marcel Issartier;33700;MERIGNAC;A104;Salle de cours;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A106;Salle TP;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-108;Salle TP;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A-109;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A110;Salle TP;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A113;Salle TP;
12;MERIGNAC;7;EVERING;G1;EVERING;44.838844/-0.718221;1;rue Marcel Issartier;33700;MERIGNAC;A115;Amphithéâtre;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A116;Salle TP;
12;MERIGNAC;7;EVERING;G1;EVERING;44.838844/-0.718221;1;rue Marcel Issartier;33700;MERIGNAC;A116;Amphithéâtre;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A117;Salle TP;A117
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A119;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A120;Salle TP;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A121;Salle TP;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A125;Salle TP;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A202;Salle de cours;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A204;Salle informatique;
12;MERIGNAC;7;EVERING;G1;EVERING;44.838844/-0.718221;1;rue Marcel Issartier;33700;MERIGNAC;A208;Salle de cours;208
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A208;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A210;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A212;Salle informatique;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A213;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A214;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A215;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A217;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A218;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A219;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A225;Salle TD;
15;PERIGUEUX;22;CAMPUS PERIGORD;A;Bâtiment A;45.195553/0.718705;39;rue Paul Mazy;24019;PERIGUEUX;A229;Salle TD;
12;MERIGNAC;7;EVERING;G1;EVERING;44.838844/-0.718221;1;rue Marcel Issartier;33700;MERIGNAC;A303;Salle TP;
16;PESSAC;20;MONTAIGNE-MONTESQUIEU;F;Préfa SOLFAB;44.796939/-0.618413;;rue Léon Duguit;33608;PESSAC;B;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 101;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 102;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 103;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 104;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 105;Amphithéâtre;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 106;Amphithéâtre;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 202;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 203;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 204;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 205;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 206;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 207;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 208;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 301;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 302;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 303;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 304;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 305;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 306;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 307;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 308;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 309;Salle informatique;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 310;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 408;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 409;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 410;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 412;Salle de cours;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;B 413;Salle informatique;
